library,antibody,concentration,replicate,date,plate,standard_set,retain,fastq
pdmH1N1_lib2022,D011d0,131220,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d0_conc9_S171_R1_001.fastq.gz
pdmH1N1_lib2022,D011d182,393660,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d182_conc10_S177_R1_001.fastq.gz
pdmH1N1_lib2022,D011d182,20,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d182_conc1_S105_R1_001.fastq.gz
pdmH1N1_lib2022,D011d182,60,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d182_conc2_S113_R1_001.fastq.gz
pdmH1N1_lib2022,D011d182,180,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d182_conc3_S121_R1_001.fastq.gz
pdmH1N1_lib2022,D011d182,540,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d182_conc4_S129_R1_001.fastq.gz
pdmH1N1_lib2022,D011d182,1620,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d182_conc5_S137_R1_001.fastq.gz
pdmH1N1_lib2022,D011d182,4860,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d182_conc6_S145_R1_001.fastq.gz
pdmH1N1_lib2022,D011d182,14580,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d182_conc7_S153_R1_001.fastq.gz
pdmH1N1_lib2022,D011d182,43740,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d182_conc8_S161_R1_001.fastq.gz
pdmH1N1_lib2022,D011d182,131220,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d182_conc9_S169_R1_001.fastq.gz
pdmH1N1_lib2022,D011d30,393660,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d30_conc10_S178_R1_001.fastq.gz
pdmH1N1_lib2022,D011d30,20,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d30_conc1_S106_R1_001.fastq.gz
pdmH1N1_lib2022,D011d30,60,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d30_conc2_S114_R1_001.fastq.gz
pdmH1N1_lib2022,D011d30,180,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d30_conc3_S122_R1_001.fastq.gz
pdmH1N1_lib2022,D011d30,540,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d30_conc4_S130_R1_001.fastq.gz
pdmH1N1_lib2022,D011d30,1620,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d30_conc5_S138_R1_001.fastq.gz
pdmH1N1_lib2022,D011d30,4860,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d30_conc6_S146_R1_001.fastq.gz
pdmH1N1_lib2022,D011d30,14580,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d30_conc7_S154_R1_001.fastq.gz
pdmH1N1_lib2022,D011d30,43740,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d30_conc8_S162_R1_001.fastq.gz
pdmH1N1_lib2022,D011d30,131220,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/D011_d30_conc9_S170_R1_001.fastq.gz
pdmH1N1_lib2022,M131d0,393660,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d0_conc10_S182_R1_001.fastq.gz
pdmH1N1_lib2022,M131d0,20,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d0_conc1_S110_R1_001.fastq.gz
pdmH1N1_lib2022,M131d0,60,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d0_conc2_S118_R1_001.fastq.gz
pdmH1N1_lib2022,M131d0,180,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d0_conc3_S126_R1_001.fastq.gz
pdmH1N1_lib2022,M131d0,540,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d0_conc4_S134_R1_001.fastq.gz
pdmH1N1_lib2022,M131d0,1620,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d0_conc5_S142_R1_001.fastq.gz
pdmH1N1_lib2022,M131d0,4860,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d0_conc6_S150_R1_001.fastq.gz
pdmH1N1_lib2022,M131d0,14580,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d0_conc7_S158_R1_001.fastq.gz
pdmH1N1_lib2022,M131d0,43740,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d0_conc8_S166_R1_001.fastq.gz
pdmH1N1_lib2022,M131d0,131220,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d0_conc9_S174_R1_001.fastq.gz
pdmH1N1_lib2022,M131d182,393660,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d182_conc10_S180_R1_001.fastq.gz
pdmH1N1_lib2022,M131d182,20,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d182_conc1_S108_R1_001.fastq.gz
pdmH1N1_lib2022,M131d182,60,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d182_conc2_S116_R1_001.fastq.gz
pdmH1N1_lib2022,M131d182,180,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d182_conc3_S124_R1_001.fastq.gz
pdmH1N1_lib2022,M131d182,540,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d182_conc4_S132_R1_001.fastq.gz
pdmH1N1_lib2022,M131d182,1620,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d182_conc5_S140_R1_001.fastq.gz
pdmH1N1_lib2022,M131d182,4860,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d182_conc6_S148_R1_001.fastq.gz
pdmH1N1_lib2022,M131d182,14580,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d182_conc7_S156_R1_001.fastq.gz
pdmH1N1_lib2022,M131d182,43740,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d182_conc8_S164_R1_001.fastq.gz
pdmH1N1_lib2022,M131d182,131220,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d182_conc9_S172_R1_001.fastq.gz
pdmH1N1_lib2022,M131d30,393660,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d30_conc10_S181_R1_001.fastq.gz
pdmH1N1_lib2022,M131d30,20,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d30_conc1_S109_R1_001.fastq.gz
pdmH1N1_lib2022,M131d30,60,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d30_conc2_S117_R1_001.fastq.gz
pdmH1N1_lib2022,M131d30,180,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d30_conc3_S125_R1_001.fastq.gz
pdmH1N1_lib2022,M131d30,540,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d30_conc4_S133_R1_001.fastq.gz
pdmH1N1_lib2022,M131d30,1620,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d30_conc5_S141_R1_001.fastq.gz
pdmH1N1_lib2022,M131d30,4860,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d30_conc6_S149_R1_001.fastq.gz
pdmH1N1_lib2022,M131d30,14580,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d30_conc7_S157_R1_001.fastq.gz
pdmH1N1_lib2022,M131d30,43740,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d30_conc8_S165_R1_001.fastq.gz
pdmH1N1_lib2022,M131d30,131220,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/M131_d30_conc9_S173_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum1,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum1_S97_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum11,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum11_S187_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum12,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum12_S188_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum13,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum13_S189_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum14,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum14_S190_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum15,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum15_S191_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum16,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum16_S192_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum2,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum2_S98_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum3,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum3_S99_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum4,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum4_S100_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum5,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum5_S101_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum6,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum6_S102_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum7,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum7_S103_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum8,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum8_S104_R1_001.fastq.gz
pdmH1N1_lib2022,Noserum9,,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Plate4_Noserum9_S185_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d0,393660,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d0_conc10_S184_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d0,20,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d0_conc1_S112_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d0,60,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d0_conc2_S120_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d0,180,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d0_conc3_S128_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d0,540,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d0_conc4_S136_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d0,1620,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d0_conc5_S144_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d0,4860,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d0_conc6_S152_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d0,14580,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d0_conc7_S160_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d0,43740,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d0_conc8_S168_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d0,131220,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d0_conc9_S176_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d30,393660,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d30_conc10_S183_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d30,20,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d30_conc1_S111_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d30,60,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d30_conc2_S119_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d30,180,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d30_conc3_S127_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d30,540,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d30_conc4_S135_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d30,1620,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d30_conc5_S143_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d30,4860,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d30_conc6_S151_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d30,14580,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d30_conc7_S159_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d30,43740,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d30_conc8_S167_R1_001.fastq.gz
pdmH1N1_lib2022,Y029d30,131220,1,230802,Plate4,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230802_VH00699_351_AACWLCKM5/Unaligned/Project_aloes/Y029_d30_conc9_S175_R1_001.fastq.gz
pdmH1N1_lib2022,D042d0,393660,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d0_conc10_S83_R1_001.fastq.gz
pdmH1N1_lib2022,D042d0,20,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d0_conc1_S11_R1_001.fastq.gz
pdmH1N1_lib2022,D042d0,60,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d0_conc2_S19_R1_001.fastq.gz
pdmH1N1_lib2022,D042d0,180,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d0_conc3_S27_R1_001.fastq.gz
pdmH1N1_lib2022,D042d0,540,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d0_conc4_S35_R1_001.fastq.gz
pdmH1N1_lib2022,D042d0,1620,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d0_conc5_S43_R1_001.fastq.gz
pdmH1N1_lib2022,D042d0,4860,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d0_conc6_S51_R1_001.fastq.gz
pdmH1N1_lib2022,D042d0,14580,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d0_conc7_S59_R1_001.fastq.gz
pdmH1N1_lib2022,D042d0,43740,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d0_conc8_S67_R1_001.fastq.gz
pdmH1N1_lib2022,D042d0,131220,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d0_conc9_S75_R1_001.fastq.gz
pdmH1N1_lib2022,D042d182,393660,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d182_conc10_S81_R1_001.fastq.gz
pdmH1N1_lib2022,D042d182,20,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d182_conc1_S9_R1_001.fastq.gz
pdmH1N1_lib2022,D042d182,60,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d182_conc2_S17_R1_001.fastq.gz
pdmH1N1_lib2022,D042d182,180,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d182_conc3_S25_R1_001.fastq.gz
pdmH1N1_lib2022,D042d182,540,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d182_conc4_S33_R1_001.fastq.gz
pdmH1N1_lib2022,D042d182,1620,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d182_conc5_S41_R1_001.fastq.gz
pdmH1N1_lib2022,D042d182,4860,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d182_conc6_S49_R1_001.fastq.gz
pdmH1N1_lib2022,D042d182,14580,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d182_conc7_S57_R1_001.fastq.gz
pdmH1N1_lib2022,D042d182,43740,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d182_conc8_S65_R1_001.fastq.gz
pdmH1N1_lib2022,D042d182,131220,1,230804,Plate5,pdmH1N1_std,TRUE,/fh/fast/bloom_j/SR/ngs/illumina/aloes/230808_VH01189_144_AACYLF3M5/Unaligned/Project_aloes/D042_d182_conc9_S73_R1_001.fastq.gz
